idx,psnr,elapsed_time
100,25.771704,111.27100014686584
101,-6.75055,109.27374458312988
102,25.38059,111.30516004562378
103,27.617214,111.31151294708252
104,24.276234,111.35308599472046
105,27.89476,111.3181893825531
106,22.79893,111.4354338645935
107,23.144444,111.4395637512207
108,24.267078,111.47289848327637
109,27.282513,111.80113315582275
110,27.634857,111.83336877822876
111,-5.924015,109.52407717704773
112,27.003984,111.77914261817932
113,25.609085,111.41200590133667
114,29.048122,111.25991797447205
115,-4.3188925,109.32092690467834

mean_psnr,20.046003,mean_time,111.06944760680199
std_psnr,12.473877,std_time,0.8358035931252997
