idx,psnr,elapsed_time
100,29.152206,11.228084087371826
101,29.466122,11.248375415802002
102,29.983715,11.244089841842651
103,29.807945,11.252942085266113
104,29.355377,11.253296136856079
105,28.643787,11.255252838134766
106,26.543453,11.257360935211182
107,27.514378,11.259733438491821
108,27.805603,11.26804804801941
109,30.163532,11.269976377487183
110,31.32473,11.274630546569824
111,31.309238,11.269891500473022
112,31.08138,11.26935076713562
113,29.186474,11.268908977508545
114,31.706223,11.268953323364258
115,29.26947,11.272750854492188

mean_psnr,29.519602,mean_time,11.260102823376656
std_psnr,1.399029,std_time,0.012290226012901875
