idx,psnr,elapsed_time
100,32.030293,111.34705400466919
101,33.432198,111.52069759368896
102,34.88626,111.42777061462402
103,30.772896,111.39398217201233
104,32.181076,111.4599392414093
105,30.353226,111.52227592468262
106,31.797941,111.59069585800171
107,32.304657,111.60193729400635
108,29.852095,111.66901350021362
109,32.56536,111.65840935707092
110,33.65586,111.58155155181885
111,33.989746,111.6161150932312
112,33.064648,111.67082500457764
113,30.220385,111.61743593215942
114,33.944702,111.61938571929932
115,33.25599,111.62964749336243

mean_psnr,32.394207,mean_time,111.55792102217674
std_psnr,1.4485826,std_time,0.09847096895904336
