idx,psnr,elapsed_time
100,22.779861,11.180692672729492
101,23.004091,11.196525812149048
102,19.270086,11.198921203613281
103,23.314846,11.19400930404663
104,17.419287,11.2143235206604
105,23.7887,11.200855731964111
106,17.585024,11.208381652832031
107,19.170935,11.20695948600769
108,21.234982,11.198591470718384
109,20.284956,11.197697162628174
110,23.148064,11.194843053817749
111,23.754436,11.19638967514038
112,19.159206,11.23392367362976
113,23.270172,11.247308015823364
114,24.575314,11.253841876983643
115,22.64465,11.246861219406128

mean_psnr,21.525288,mean_time,11.210632845759392
std_psnr,2.2847867,std_time,0.021604773466118755
