idx,psnr,elapsed_time
100,30.681599,111.52689552307129
101,31.168568,111.69607710838318
102,31.519783,111.69888997077942
103,33.142826,111.76284003257751
104,31.391562,111.6178822517395
105,32.25184,111.48841619491577
106,28.746347,111.65903735160828
107,29.108833,112.11537218093872
108,31.88053,112.03812861442566
109,33.32947,111.59283709526062
110,33.78301,111.55986499786377
111,31.992304,111.40140557289124
112,32.351086,111.37589454650879
113,32.363503,111.42356419563293
114,33.245834,111.4309675693512
115,31.043512,111.46893763542175

mean_psnr,31.750038,mean_time,111.6160631775856
std_psnr,1.3699557,std_time,0.20748013301373835
