idx,psnr,elapsed_time
100,21.172237,111.33999371528625
101,16.971027,111.25845122337341
102,11.785534,111.32625842094421
103,12.2394905,111.83649396896362
104,22.054882,111.98647832870483
105,11.2041855,111.81939792633057
106,24.161697,111.38032031059265
107,19.537083,111.58944058418274
108,13.625799,111.55191922187805
109,29.047688,111.56140232086182
110,26.55872,111.5807671546936
111,21.170845,111.63821411132812
112,27.619167,111.65332865715027
113,27.605135,111.43656206130981
114,11.035705,111.42820978164673
115,11.768146,111.42001461982727

mean_psnr,19.222334,mean_time,111.55045327544212
std_psnr,6.415747,std_time,0.19666127890833393
