idx,psnr,elapsed_time
100,22.121706,11.216697454452515
101,22.467667,11.238887786865234
102,18.682493,11.23604941368103
103,22.039955,11.233149528503418
104,16.994247,11.245511770248413
105,22.823017,11.251529693603516
106,17.53616,11.252644062042236
107,18.803207,11.25527286529541
108,20.98399,11.257567167282104
109,20.873981,11.24981164932251
110,22.344429,11.251811504364014
111,23.036987,11.249392986297607
112,19.701344,11.260840892791748
113,22.55025,11.198522090911865
114,23.167862,11.1974036693573
115,21.54173,11.19420576095581

mean_psnr,20.979315,mean_time,11.23683114349842
std_psnr,1.9542762,std_time,0.021939539939245523
