idx,psnr,elapsed_time
100,29.373453,11.227792501449585
101,29.385374,11.244731903076172
102,29.001188,11.262125253677368
103,30.866022,11.253368616104126
104,29.299562,11.256264448165894
105,28.951706,11.256436109542847
106,26.616404,11.26135540008545
107,27.975296,11.272218942642212
108,25.803535,11.27434253692627
109,30.584084,11.275817155838013
110,31.260958,11.261724472045898
111,30.465887,11.213433504104614
112,30.833706,11.217454195022583
113,28.978617,11.217706441879272
114,30.721073,11.220730543136597
115,29.354074,11.216059923171997

mean_psnr,29.341934,mean_time,11.245722621679306
std_psnr,1.4824135,std_time,0.02226859170991504
