idx,psnr,elapsed_time
100,20.552937,11.230761051177979
101,21.699726,11.27486276626587
102,16.521208,11.238464593887329
103,21.385197,11.24479079246521
104,15.991954,11.227327346801758
105,22.450216,11.213634014129639
106,16.452362,11.234883308410645
107,17.585905,11.235255241394043
108,19.160013,11.271306276321411
109,18.820309,11.241693019866943
110,21.52792,11.245331525802612
111,20.565472,11.254383563995361
112,17.986986,11.509902477264404
113,20.944576,11.250566005706787
114,20.942463,18.817304372787476
115,21.57743,15.800944089889526

mean_psnr,19.635292,mean_time,12.018213152885437
std_psnr,2.0712538,std_time,2.0706929539295027
