idx,psnr,elapsed_time
100,29.4875,11.169927835464478
101,28.956951,11.185902833938599
102,29.870455,11.196583032608032
103,30.357363,11.189246654510498
104,28.438667,11.202579259872437
105,29.615404,11.197605848312378
106,26.466654,11.205870151519775
107,27.47165,11.20229959487915
108,25.657944,11.201767921447754
109,29.408936,11.208120584487915
110,30.79712,11.208321809768677
111,30.966415,11.205427408218384
112,30.4167,11.204132318496704
113,29.165823,11.200490474700928
114,30.615646,11.207776069641113
115,29.622469,11.209328889846802

mean_psnr,29.207232,mean_time,11.199711292982101
std_psnr,1.4804,std_time,0.010042919740025181
