idx,psnr,elapsed_time
100,32.31869,111.32407069206238
101,33.21754,111.52404832839966
102,34.737404,111.45777368545532
103,31.741585,111.39650702476501
104,32.338673,111.42553234100342
105,32.026485,111.39631819725037
106,31.309978,111.65268754959106
107,32.18593,111.6015133857727
108,30.188663,111.55952215194702
109,31.70969,111.60026431083679
110,33.89958,111.81082153320312
111,33.866352,111.96856188774109
112,33.21211,111.79028606414795
113,29.715591,111.57492852210999
114,34.39665,111.68380308151245
115,33.516663,111.64701628684998

mean_psnr,32.52385,mean_time,111.58835344016552
std_psnr,1.3822163,std_time,0.1665963589712936
