idx,psnr,elapsed_time
100,27.401178,11.181032419204712
101,27.200855,11.226359605789185
102,26.790241,11.231988668441772
103,29.346092,11.239553451538086
104,26.330967,11.243963718414307
105,29.414503,11.248348236083984
106,24.719856,11.219834566116333
107,24.198883,11.226376056671143
108,27.578848,11.225811958312988
109,29.341454,11.23301649093628
110,29.596203,11.238296031951904
111,28.390614,11.23100209236145
112,28.164728,11.230389833450317
113,28.841454,11.231498956680298
114,30.166508,11.23350214958191
115,27.640095,11.224738836288452

mean_psnr,27.820156,mean_time,11.229107066988945
std_psnr,1.6580353,std_time,0.01431883724502419
