idx,psnr,elapsed_time
100,27.023832,111.16169095039368
101,-3.267551,109.22065329551697
102,27.753021,111.3048243522644
103,30.303314,111.31802272796631
104,-3.5375767,109.68977880477905
105,28.495655,111.39979219436646
106,-6.8350167,109.3466329574585
107,-4.4956565,110.20399689674377
108,-6.0999894,109.24144768714905
109,-5.3665905,109.35427284240723
110,30.731953,111.54643082618713
111,30.481064,111.47815346717834
112,29.154408,111.68155169487
113,27.94868,111.67944955825806
114,-4.6129,109.3539662361145
115,28.303244,111.80965924263

mean_psnr,14.123743,mean_time,110.61189523339272
std_psnr,16.811953,std_time,1.0258931503431148
