idx,psnr,elapsed_time
100,26.853466,111.15068554878235
101,-7.57534,109.08726525306702
102,27.309847,111.22296237945557
103,29.673618,111.22712683677673
104,-5.3310833,109.3603184223175
105,29.505096,111.32117938995361
106,24.017948,111.33853960037231
107,-5.039341,109.1659288406372
108,26.643774,111.25901484489441
109,-3.0706496,109.31504392623901
110,30.841839,111.22478079795837
111,-6.9098263,109.09872031211853
112,29.865662,111.32433938980103
113,28.562843,111.28901743888855
114,-6.1098337,109.21281552314758
115,28.361717,111.35685539245605

mean_psnr,15.474983,mean_time,110.49716211855412
std_psnr,16.47397,std_time,1.0027717813857588
