idx,psnr,elapsed_time
100,30.56358,111.26128649711609
101,31.142693,111.77405643463135
102,31.366243,111.8987147808075
103,31.93818,111.42073655128479
104,31.248333,111.48811554908752
105,32.24609,111.33750581741333
106,28.472904,111.44068384170532
107,28.883572,111.51439476013184
108,31.776056,111.79069209098816
109,33.305416,111.65570187568665
110,33.54125,111.57718324661255
111,31.994602,111.70900750160217
112,32.151306,111.56611943244934
113,32.329933,111.53617310523987
114,33.01125,111.70516777038574
115,30.889492,111.71192002296448

mean_psnr,31.553806,mean_time,111.58671620488167
std_psnr,1.3535546,std_time,0.16925826918552156
