idx,psnr,elapsed_time
100,24.60278,111.51938819885254
101,-8.297731,109.35797214508057
102,23.139751,111.9256501197815
103,27.57611,111.72743511199951
104,22.040138,111.59585976600647
105,-6.7101183,109.86023712158203
106,21.800117,111.63468217849731
107,21.647928,111.47231101989746
108,24.740742,111.52604794502258
109,27.015038,112.22932028770447
110,27.660742,112.41498827934265
111,26.66672,112.57872939109802
112,-7.174712,109.96305131912231
113,26.620256,111.47663974761963
114,-8.713681,109.79207611083984
115,25.645813,112.04895210266113

mean_psnr,16.766243,mean_time,111.32020880281925
std_psnr,14.271688,std_time,0.9726201710804289
