idx,psnr,elapsed_time
100,31.708725,111.61910319328308
101,32.125706,111.7789990901947
102,34.537464,111.47690272331238
103,31.281357,111.61417961120605
104,32.476467,111.47083735466003
105,31.928665,111.29369306564331
106,32.11869,111.28199791908264
107,32.183895,111.50081944465637
108,29.393751,111.96164059638977
109,33.56503,111.7271020412445
110,34.304245,111.2073974609375
111,33.72339,111.2863199710846
112,32.986755,111.67193293571472
113,29.82177,111.69017672538757
114,34.2736,111.63960647583008
115,33.31961,111.5912401676178

mean_psnr,32.48432,mean_time,111.55074679851532
std_psnr,1.4520082,std_time,0.20075435163278169
