idx,psnr,elapsed_time
100,20.745224,11.253036737442017
101,20.908072,11.194270849227905
102,18.376434,11.310616970062256
103,22.535671,11.203310489654541
104,16.272705,11.170773029327393
105,20.930054,11.17475414276123
106,17.864307,11.174367189407349
107,18.17155,11.177404642105103
108,20.152641,11.181468486785889
109,19.085077,11.17484164237976
110,21.316315,11.179750919342041
111,21.236143,11.181056022644043
112,17.031548,11.179261207580566
113,21.025684,11.187929153442383
114,20.854132,11.186102390289307
115,22.077467,11.184236764907837

mean_psnr,19.911438,mean_time,11.194573789834976
std_psnr,1.8029916,std_time,0.03539380044210441
