idx,psnr,elapsed_time
100,22.659044,112.07610630989075
101,-8.345001,122.21000337600708
102,21.495703,123.88711619377136
103,24.285631,112.45445990562439
104,19.529148,124.47944402694702
105,24.639187,111.97492742538452
106,20.327131,111.6327154636383
107,-3.710816,110.11481618881226
108,22.343626,112.0669322013855
109,23.637342,111.80604887008667
110,24.800291,124.09828233718872
111,23.52463,111.66792058944702
112,22.461882,111.70248556137085
113,-5.0424647,109.89305067062378
114,25.665953,111.43358945846558
115,-6.782878,110.9633104801178

mean_psnr,15.718026,mean_time,114.5288255661726
std_psnr,12.645657,std_time,5.334503021523875
