idx,psnr,elapsed_time
100,32.46456,111.39770150184631
101,32.77404,111.54190683364868
102,34.406048,111.46334719657898
103,32.338837,111.53041625022888
104,32.565865,111.59036564826965
105,32.888165,111.56401419639587
106,31.128036,111.60553193092346
107,32.445904,111.54875779151917
108,30.833548,111.90682625770569
109,32.33218,111.97958064079285
110,33.931152,112.0328905582428
111,34.155613,112.00334215164185
112,32.965885,111.7756986618042
113,28.588104,111.93194580078125
114,34.619633,111.87085175514221
115,33.66323,111.69708299636841

mean_psnr,32.631298,mean_time,111.71501626074314
std_psnr,1.4675689,std_time,0.20499183891049116
