idx,psnr,elapsed_time
100,24.536247,111.52951860427856
101,-9.609843,109.41447806358337
102,-7.625082,109.4538323879242
103,27.06277,111.66032886505127
104,22.087227,112.0577232837677
105,-8.50774,109.47175812721252
106,21.74916,111.85458493232727
107,-4.0449176,109.53997659683228
108,24.664722,112.13077044487
109,26.949688,112.42508459091187
110,27.906235,112.33088111877441
111,26.637157,112.35540771484375
112,25.684181,112.26080274581909
113,-3.8352966,110.53389525413513
114,29.233225,111.83791828155518
115,25.6215,111.96086192131042

mean_psnr,15.531827,mean_time,111.30111393332481
std_psnr,15.172104,std_time,1.1411790106020625
