idx,psnr,elapsed_time
100,28.286846,11.247872114181519
101,27.765099,11.26035451889038
102,27.492207,11.259690046310425
103,30.115881,11.265475273132324
104,27.10316,11.272507905960083
105,30.04116,11.275081157684326
106,25.1805,11.27930498123169
107,25.214891,11.275054693222046
108,28.440039,11.28114128112793
109,29.937372,11.270918607711792
110,30.8249,11.235785484313965
111,29.26241,11.235145092010498
112,29.143559,11.26653790473938
113,29.706345,11.25150179862976
114,30.634243,11.227755546569824
115,28.268856,11.226564168930054

mean_psnr,28.588593,mean_time,11.258168160915375
std_psnr,1.6725341,std_time,0.01794037544151864
