idx,psnr,elapsed_time
100,23.817562,111.47543120384216
101,-7.912856,109.48890399932861
102,22.485903,111.45634865760803
103,25.92146,111.51289105415344
104,20.999615,111.29147863388062
105,26.926374,111.55159306526184
106,21.40022,111.56350660324097
107,-7.722647,109.36541485786438
108,23.932674,111.53427267074585
109,25.702812,111.50672221183777
110,26.238861,111.52763342857361
111,-5.075099,109.40127205848694
112,24.27122,111.68796253204346
113,-4.8963237,110.3656370639801
114,27.442558,111.62901949882507
115,-4.4201427,109.56998562812805

mean_psnr,14.944511,mean_time,110.93300457298756
std_psnr,14.254329,std_time,0.9007088956936548
