idx,psnr,elapsed_time
100,21.232374,11.156999111175537
101,21.481415,11.156002759933472
102,16.275629,11.156381607055664
103,22.258087,11.167982339859009
104,15.752239,11.164906978607178
105,23.140606,11.170239925384521
106,16.371517,11.1920747756958
107,17.32866,11.21153998374939
108,19.521635,11.196960210800171
109,19.835304,11.195542812347412
110,22.119959,11.185015678405762
111,21.825972,11.189185380935669
112,18.005524,11.185841083526611
113,21.760942,11.191124200820923
114,21.137798,11.177112817764282
115,20.343504,11.186920642852783

mean_psnr,19.899448,mean_time,11.180239394307137
std_psnr,2.335943,std_time,0.016052115274313973
