idx,psnr,elapsed_time
100,21.869736,111.2664623260498
101,21.480362,111.42396187782288
102,21.469585,111.50347852706909
103,22.27943,111.46939468383789
104,19.979898,111.3387520313263
105,22.595295,111.29711556434631
106,20.103233,111.41365599632263
107,19.14173,111.5955719947815
108,23.707798,111.5146758556366
109,26.348236,111.54417943954468
110,24.402182,111.55786299705505
111,21.774786,111.53484892845154
112,23.363682,111.60617566108704
113,21.246073,111.61090803146362
114,23.422224,111.58249068260193
115,20.721579,111.56351232528687

mean_psnr,22.119114,mean_time,111.48894043266773
std_psnr,1.7739799,std_time,0.10729860947139495
