idx,psnr,elapsed_time
100,25.08085,110.77722096443176
101,-7.1699486,108.9719181060791
102,24.227974,111.19333720207214
103,26.944813,111.30353379249573
104,23.338442,111.42223811149597
105,26.371403,111.55687689781189
106,22.500206,111.32310700416565
107,22.577862,111.20655488967896
108,23.716103,111.21573138237
109,25.603418,111.50664138793945
110,27.020565,111.5542402267456
111,26.924683,111.5092225074768
112,26.05251,111.49497437477112
113,26.160257,111.55843830108643
114,27.963083,111.58683037757874
115,25.614893,111.66284513473511

mean_psnr,23.307945,mean_time,111.2402319163084
std_psnr,8.029829,std_time,0.6232294188235675
