idx,psnr,elapsed_time
100,19.722267,11.18026328086853
101,20.22954,11.181023836135864
102,18.4153,11.182245969772339
103,20.132748,11.195515155792236
104,15.942184,11.246037483215332
105,19.856127,11.254650592803955
106,17.092873,11.25480580329895
107,17.70539,11.25435495376587
108,18.388214,11.269614696502686
109,17.988338,11.26269268989563
110,20.619923,11.261225700378418
111,20.1746,11.249101638793945
112,17.447445,11.242395877838135
113,19.53733,11.259736776351929
114,20.00292,11.259634017944336
115,19.57088,11.265360593795776

mean_psnr,18.92663,mean_time,11.23866619169712
std_psnr,1.3323175,std_time,0.03197488205186064
