idx,psnr,elapsed_time
100,31.657515,111.55784201622009
101,31.954357,111.89374017715454
102,33.967545,111.38397240638733
103,31.08229,111.32105946540833
104,31.246239,111.51919484138489
105,29.175083,111.57572746276855
106,29.880028,111.72361469268799
107,30.729559,111.77712154388428
108,26.90924,111.81917905807495
109,31.139317,111.56929111480713
110,33.351875,111.72235465049744
111,32.786263,112.0376980304718
112,32.79434,112.15868735313416
113,30.962164,111.6519079208374
114,33.17366,111.35504627227783
115,32.50839,111.61528086662292

mean_psnr,31.457367,mean_time,111.66760736703873
std_psnr,1.7180037,std_time,0.22690444605836474
