idx,psnr,elapsed_time
100,28.377838,11.232375144958496
101,28.011179,11.260660409927368
102,27.56756,11.260459423065186
103,30.44646,11.2763352394104
104,27.472666,11.282829284667969
105,30.45418,11.286341667175293
106,25.483912,11.278878688812256
107,25.660805,11.288377285003662
108,28.593826,11.289451837539673
109,30.377962,11.277422428131104
110,31.179504,11.285592317581177
111,29.677921,11.294649600982666
112,29.653595,11.292022705078125
113,30.061775,11.291474342346191
114,31.262598,11.297410249710083
115,28.509403,11.29220461845398

mean_psnr,28.92445,mean_time,11.280405327677727
std_psnr,1.7242082,std_time,0.0162491957078947
